food_id,protein,fat,endorsement
2390,5.9,0.4,Low Fat
1473,12.3,10.9,Premium Food
1390,18.4,2.5,Low Fat
2062,17.9,54.9,Premium Food
1757,9.4,2.2,Low Fat
951,5.6,0.1,Low Fat
1955,0.094,0.018,Low Fat
1319,2.0,0.003,Low Fat
1909,4.3,13.6,Premium Food
1051,0.4,0.7,Low Fat
20,3.4,8.9,Moderate Food
1804,0.058,0.046,Low Fat
1564,46.4,36.3,Premium Food
998,3.9,7.0,Moderate Food
746,28.3,1.6,Low Fat
1721,4.1,14.8,Premium Food
576,0.1,0.07,Low Fat
840,12.5,1.3,Low Fat
443,8.9,11.7,Premium Food
312,0.028,0.7,Low Fat
389,15.0,13.2,Premium Food
2130,4.0,0.7,Low Fat
2124,3.8,0.5,Low Fat
1181,2.3,22.8,Premium Food
2285,3.1,1.3,Low Fat
798,5.8,1.4,Low Fat
497,2.6,19.2,Premium Food
698,0.8,0.9,Low Fat
1815,4.4,0.3,Low Fat
1597,17.3,8.9,Moderate Food
950,2.2,0.4,Low Fat
1040,13.5,13.4,Premium Food
1226,0.0,218.0,Premium Food
733,34.6,9.7,Moderate Food
1993,2.4,0.007,Low Fat
1288,1.4,0.1,Low Fat
711,0.0,3.1,Low Fat
116,1.8,0.3,Low Fat
88,0.3,0.089,Low Fat
1467,0.2,8.2,Moderate Food
2363,0.9,0.1,Low Fat
2115,1.2,0.1,Low Fat
492,1.8,3.9,Low Fat
2101,0.091,0.068,Low Fat
2377,2.4,0.4,Low Fat
1126,0.0,12.8,Premium Food
1916,9.5,4.0,Low Fat
140,10.0,7.0,Moderate Food
2159,3.2,4.5,Low Fat
918,1.3,0.9,Low Fat
1281,0.014,0.056,Low Fat
1761,21.3,2.8,Low Fat
133,0.2,0.027,Low Fat
1681,0.3,0.084,Low Fat
700,23.2,0.8,Low Fat
1037,9.0,17.8,Premium Food
1864,38.5,46.4,Premium Food
38,2.0,1.4,Low Fat
455,4.8,3.5,Low Fat
1879,48.4,3.0,Low Fat
158,8.7,5.5,Moderate Food
967,80.4,65.0,Premium Food
1033,0.054,0.054,Low Fat
1458,7.9,0.6,Low Fat
588,2.2,0.2,Low Fat
1252,5.3,0.6,Low Fat
112,3.7,15.2,Premium Food
1573,22.8,15.2,Premium Food
287,3.5,0.2,Low Fat
671,3.8,4.7,Low Fat
1628,2.6,11.0,Premium Food
671,3.8,4.7,Low Fat
145,44.1,55.6,Premium Food
1223,11.8,5.0,Moderate Food
505,6.2,24.0,Premium Food
2164,11.9,2.1,Low Fat
1819,0.3,0.3,Low Fat
1010,4.5,18.7,Premium Food
63,0.6,0.084,Low Fat
1589,2.6,18.6,Premium Food
612,7.8,2.2,Low Fat
1516,41.3,2.4,Low Fat
2041,1.1,0.4,Low Fat
989,2.4,2.8,Low Fat
738,2.1,0.2,Low Fat
967,80.4,65.0,Premium Food
424,0.0,12.8,Premium Food
62,5.4,5.3,Moderate Food
1092,0.8,0.2,Low Fat
97,0.3,5.3,Moderate Food
1257,2.5,3.8,Low Fat
319,5.9,2.0,Low Fat
904,0.8,3.0,Low Fat
2119,4.1,0.5,Low Fat
600,6.7,9.4,Moderate Food
1308,14.2,8.8,Moderate Food
1968,43.0,3.2,Low Fat
1349,6.4,7.1,Moderate Food
572,0.041,0.038,Low Fat
287,3.5,0.2,Low Fat
2003,4.6,1.1,Low Fat
1701,27.1,27.5,Premium Food
2263,0.0,0.4,Low Fat
1912,84.4,22.2,Premium Food
301,2.6,3.5,Low Fat
1369,1.3,0.2,Low Fat
1255,31.9,24.4,Premium Food
2178,10.2,4.4,Low Fat
1060,0.037,0.049,Low Fat
1368,4.6,0.2,Low Fat
2158,24.3,22.9,Premium Food
1896,9.0,3.4,Low Fat
477,0.9,0.2,Low Fat
560,13.2,133.0,Premium Food
1191,2.5,0.8,Low Fat
255,1.5,0.3,Low Fat
830,0.086,13.6,Premium Food
1025,9.9,3.6,Low Fat
935,1.4,0.2,Low Fat
82,5.4,39.6,Premium Food
131,1.2,0.1,Low Fat
994,8.3,18.3,Premium Food
632,28.0,2.3,Low Fat
1947,3.7,0.4,Low Fat
2310,1.8,9.6,Moderate Food
141,15.3,11.5,Premium Food
448,29.4,38.8,Premium Food
130,15.5,2.4,Low Fat
885,3.6,7.1,Moderate Food
1004,0.0,3.1,Low Fat
700,23.2,0.8,Low Fat
1319,2.0,0.003,Low Fat
2342,7.5,0.8,Low Fat
771,2.4,2.2,Low Fat
67,6.8,5.6,Moderate Food
6,9.4,37.7,Premium Food
344,1.9,0.2,Low Fat
2041,1.1,0.4,Low Fat
774,7.0,5.3,Moderate Food
154,51.8,17.5,Premium Food
2079,0.3,0.093,Low Fat
1526,0.023,0.6,Low Fat
685,20.4,9.1,Moderate Food
750,11.4,4.0,Low Fat
2057,89.3,74.1,Premium Food
952,58.6,56.4,Premium Food
1610,224.3,74.8,Premium Food
940,3.3,2.0,Low Fat
242,47.6,9.0,Moderate Food
362,0.3,0.098,Low Fat
1699,20.2,1.3,Low Fat
1792,17.5,2.8,Low Fat
738,2.1,0.2,Low Fat
506,11.1,40.8,Premium Food
2160,495.6,158.9,Premium Food
475,1.1,0.1,Low Fat
1744,0.9,0.1,Low Fat
2224,85.5,40.9,Premium Food
216,17.0,31.1,Premium Food
757,6.7,4.2,Low Fat
974,50.2,2.6,Low Fat
631,2.2,0.9,Low Fat
2225,61.2,12.0,Premium Food
304,2.0,0.2,Low Fat
251,30.1,6.4,Moderate Food
489,4.8,27.7,Premium Food
1075,0.034,0.029,Low Fat
1693,1.7,0.2,Low Fat
2297,13.5,0.2,Low Fat
1319,2.0,0.003,Low Fat
1688,39.0,63.3,Premium Food
2063,10.0,11.2,Premium Food
983,31.5,0.9,Low Fat
469,0.4,0.4,Low Fat
1712,6.4,0.9,Low Fat
960,58.4,27.4,Premium Food
549,3.3,1.2,Low Fat
1960,5.3,0.5,Low Fat
870,0.3,1.3,Low Fat
1206,3.9,8.9,Moderate Food
445,14.6,34.6,Premium Food
584,5.1,1.4,Low Fat
2145,25.1,4.0,Low Fat
1693,1.7,0.2,Low Fat
732,0.2,0.4,Low Fat
1533,4.2,0.6,Low Fat
915,15.4,4.0,Low Fat
227,5.2,0.6,Low Fat
936,1.2,0.2,Low Fat
766,2.4,2.2,Low Fat
1378,0.0,5.1,Moderate Food
1530,6.3,4.7,Low Fat
507,1.0,0.5,Low Fat
1544,1.6,3.7,Low Fat
681,10.6,3.0,Low Fat
541,4.6,3.4,Low Fat
1097,0.4,0.2,Low Fat
1568,40.2,17.4,Premium Food
633,15.0,0.4,Low Fat
404,4.7,8.7,Moderate Food
1322,76.3,2.7,Low Fat
235,2.0,0.7,Low Fat
765,3.3,2.2,Low Fat
220,17.9,28.4,Premium Food
32,2.6,3.4,Low Fat
1622,16.0,67.1,Premium Food
791,17.9,16.1,Premium Food
141,15.3,11.5,Premium Food
58,0.1,0.01,Low Fat
1302,16.8,34.1,Premium Food
21,1.8,6.1,Moderate Food
1320,1.1,0.063,Low Fat
778,5.8,0.087,Low Fat
1687,9.3,0.3,Low Fat
2286,3.1,1.0,Low Fat
2243,0.0,13.6,Premium Food
701,9.2,0.4,Low Fat
1736,2.0,0.1,Low Fat
2308,4.0,9.2,Moderate Food
1561,4.3,5.6,Moderate Food
1078,0.0,0.043,Low Fat
1614,20.4,16.4,Premium Food
2331,31.8,1.3,Low Fat
193,123.4,77.3,Premium Food
2038,1.4,0.2,Low Fat
2054,24.9,8.4,Moderate Food
2112,8.9,8.6,Moderate Food
937,0.045,0.044,Low Fat
1628,2.6,11.0,Premium Food
846,0.2,0.4,Low Fat
1202,0.058,9.8,Moderate Food
1175,5.2,1.3,Low Fat
182,77.3,12.9,Premium Food
354,0.2,0.066,Low Fat
250,30.1,6.4,Moderate Food
1985,8.0,4.2,Low Fat
2369,16.2,1.9,Low Fat
1277,14.2,0.8,Low Fat
911,93.4,10.5,Premium Food
1613,1.8,0.3,Low Fat
2332,16.9,1.2,Low Fat
241,3.8,0.2,Low Fat
1731,2.6,0.2,Low Fat
2370,43.1,5.1,Moderate Food
647,10.7,2.0,Low Fat
1393,0.5,0.035,Low Fat
1678,2.7,0.7,Low Fat
2013,3.1,0.5,Low Fat
1963,1.4,0.3,Low Fat
545,38.8,2.5,Low Fat
81,2.8,0.5,Low Fat
1213,0.0,1.7,Low Fat
1429,1.6,0.094,Low Fat
971,5.5,1.9,Low Fat
2006,26.6,3.7,Low Fat
445,14.6,34.6,Premium Food
249,6.6,1.4,Low Fat
672,2.2,0.2,Low Fat
1476,11.6,0.6,Low Fat
410,17.3,4.5,Low Fat
153,10.1,16.3,Premium Food
326,1.1,3.6,Low Fat
329,7.1,8.3,Moderate Food
843,0.1,7.2,Moderate Food
131,1.2,0.1,Low Fat
1224,3.6,1.0,Low Fat
659,0.8,0.3,Low Fat
206,2.2,0.2,Low Fat
2156,65.5,12.0,Premium Food
1860,21.2,1.8,Low Fat
1836,0.074,0.029,Low Fat
2034,0.9,0.7,Low Fat
1895,49.5,14.1,Premium Food
1346,3.0,0.3,Low Fat
1299,14.8,26.6,Premium Food
284,6.1,0.7,Low Fat
1553,2.7,3.2,Low Fat
1031,3.7,2.6,Low Fat
761,3.8,2.4,Low Fat
2197,0.3,1.5,Low Fat
1903,12.0,3.5,Low Fat
329,7.1,8.3,Moderate Food
670,6.7,12.8,Premium Food
58,0.1,0.01,Low Fat
1447,8.4,15.8,Premium Food
897,0.068,0.028,Low Fat
18,0.1,0.075,Low Fat
472,19.6,19.7,Premium Food
765,3.3,2.2,Low Fat
1487,1.5,8.0,Moderate Food
1661,2.2,0.4,Low Fat
860,1.1,0.053,Low Fat
482,78.9,41.3,Premium Food
2232,6.4,0.9,Low Fat
1836,0.074,0.029,Low Fat
1944,4.0,1.5,Low Fat
2394,3.1,0.8,Low Fat
1418,1.7,0.4,Low Fat
518,7.4,15.9,Premium Food
164,5.3,0.9,Low Fat
2028,3.8,0.7,Low Fat
1086,11.1,1.6,Low Fat
923,9.3,45.4,Premium Food
1941,0.0,13.6,Premium Food
974,50.2,2.6,Low Fat
1986,9.2,4.7,Low Fat
106,14.6,28.7,Premium Food
1626,6.5,12.5,Premium Food
205,0.8,0.085,Low Fat
2218,5.3,2.6,Low Fat
2076,1.2,0.5,Low Fat
1538,0.4,0.7,Low Fat
662,0.6,0.048,Low Fat
841,34.6,3.7,Low Fat
2259,0.0,8.0,Moderate Food
767,2.8,1.5,Low Fat
1507,47.9,4.2,Low Fat
739,9.0,9.6,Moderate Food
2191,36.6,69.5,Premium Food
1463,0.2,0.2,Low Fat
1754,1.8,0.4,Low Fat
1165,0.027,0.091,Low Fat
771,2.4,2.2,Low Fat
604,8.1,4.5,Low Fat
737,2.5,0.2,Low Fat
1584,92.1,15.6,Premium Food
660,0.6,0.4,Low Fat
1553,2.7,3.2,Low Fat
2058,85.7,76.3,Premium Food
1241,22.0,8.4,Moderate Food
542,0.8,0.057,Low Fat
646,2.5,1.1,Low Fat
1153,0.5,0.1,Low Fat
1777,1.9,0.2,Low Fat
867,0.9,0.089,Low Fat
381,11.5,10.5,Premium Food
2308,4.0,9.2,Moderate Food
1097,0.4,0.2,Low Fat
376,7.4,16.7,Premium Food
93,0.0,4.3,Low Fat
646,2.5,1.1,Low Fat
1709,1.7,0.5,Low Fat
1334,2.3,1.2,Low Fat
93,0.0,4.3,Low Fat
2247,1.7,0.054,Low Fat
292,13.6,11.2,Premium Food
2199,2.2,5.7,Moderate Food
1046,15.8,1.1,Low Fat
2027,4.1,0.4,Low Fat
238,0.2,7.7,Moderate Food
2003,4.6,1.1,Low Fat
495,2.1,9.4,Moderate Food
949,33.2,17.4,Premium Food
253,46.4,32.7,Premium Food
587,0.0,0.3,Low Fat
1357,7.5,3.5,Low Fat
1690,7.0,11.4,Premium Food
1552,2.1,3.1,Low Fat
3,0.079,0.052,Low Fat
512,7.1,50.4,Premium Food
749,3.0,15.8,Premium Food
2018,1.5,4.0,Low Fat
2206,0.0,1.8,Low Fat
1440,2.4,5.7,Moderate Food
1994,9.8,7.8,Moderate Food
1542,3.1,1.2,Low Fat
1812,0.3,0.039,Low Fat
266,6.2,8.3,Moderate Food
1613,1.8,0.3,Low Fat
968,21.1,26.5,Premium Food
245,2.6,9.2,Moderate Food
385,1.5,2.2,Low Fat
1046,15.8,1.1,Low Fat
500,5.2,6.3,Moderate Food
1996,0.01,0.069,Low Fat
486,0.03,0.088,Low Fat
973,50.2,2.6,Low Fat
512,7.1,50.4,Premium Food
2066,6.1,8.8,Moderate Food
1555,32.4,14.6,Premium Food
118,1.6,0.5,Low Fat
1058,3.6,0.8,Low Fat
2106,9.8,10.4,Premium Food
247,4.0,17.5,Premium Food
370,1.0,0.8,Low Fat
1292,0.5,0.7,Low Fat
208,24.7,31.7,Premium Food
1315,7.8,19.4,Premium Food
1266,30.9,39.7,Premium Food
1486,4.2,4.7,Low Fat
737,2.5,0.2,Low Fat
986,71.7,5.1,Moderate Food
2360,3.1,0.5,Low Fat
2233,65.9,25.8,Premium Food
1518,24.9,55.8,Premium Food
1161,28.5,1.3,Low Fat
1434,2.1,5.4,Moderate Food
2327,21.7,3.3,Low Fat
744,0.1,0.063,Low Fat
1736,2.0,0.1,Low Fat
2333,16.8,1.2,Low Fat
802,22.1,29.9,Premium Food
730,57.7,68.1,Premium Food
41,28.3,39.6,Premium Food
354,0.2,0.066,Low Fat
672,2.2,0.2,Low Fat
1643,0.0,0.009,Low Fat
157,19.8,2.3,Low Fat
1604,22.7,6.2,Moderate Food
2064,35.7,48.9,Premium Food
2013,3.1,0.5,Low Fat
774,7.0,5.3,Moderate Food
2168,5.0,1.5,Low Fat
1516,41.3,2.4,Low Fat
1522,3.5,4.6,Low Fat
2162,0.0,5.0,Moderate Food
2250,9.7,1.7,Low Fat
2367,40.6,2.2,Low Fat
1432,2.2,11.7,Premium Food
889,10.7,0.4,Low Fat
2112,8.9,8.6,Moderate Food
1496,0.5,0.1,Low Fat
2123,3.6,0.3,Low Fat
1652,28.3,8.6,Moderate Food
1889,26.1,1.7,Low Fat
1270,0.2,0.049,Low Fat
384,6.0,3.5,Low Fat
1906,1.8,0.2,Low Fat
2035,2.3,0.2,Low Fat
843,0.1,7.2,Moderate Food
1239,12.8,5.1,Moderate Food
1244,8.6,5.0,Moderate Food
1306,1.2,0.2,Low Fat
2268,30.4,1.9,Low Fat
324,13.9,12.3,Premium Food
424,0.0,12.8,Premium Food
1388,18.6,2.0,Low Fat
1753,2.0,1.2,Low Fat
271,0.6,0.6,Low Fat
457,20.6,6.2,Moderate Food
1381,24.7,1.6,Low Fat
842,1.3,7.5,Moderate Food
1941,0.0,13.6,Premium Food
1600,84.3,9.6,Moderate Food
420,23.4,12.4,Premium Food
2046,1.2,2.2,Low Fat
2230,86.5,35.4,Premium Food
1009,11.2,45.6,Premium Food
537,0.1,0.044,Low Fat
1861,0.1,0.075,Low Fat
2028,3.8,0.7,Low Fat
592,0.2,0.3,Low Fat
181,48.2,17.3,Premium Food
2214,98.4,17.2,Premium Food
471,18.1,17.0,Premium Food
1798,51.8,59.1,Premium Food
838,0.0,0.009,Low Fat
2197,0.3,1.5,Low Fat
1790,2.2,0.4,Low Fat
656,44.9,2.4,Low Fat
315,29.1,5.6,Moderate Food
661,5.0,0.4,Low Fat
1217,33.5,2.6,Low Fat
1397,0.0,12.0,Premium Food
990,3.8,5.2,Moderate Food
1360,0.8,0.3,Low Fat
739,9.0,9.6,Moderate Food
1678,2.7,0.7,Low Fat
358,3.9,2.9,Low Fat
92,3.5,3.1,Low Fat
1641,58.4,3.2,Low Fat
1121,76.8,100.3,Premium Food
722,37.7,1.4,Low Fat
1797,51.9,59.3,Premium Food
1956,0.2,0.089,Low Fat
1666,2.7,0.5,Low Fat
1792,17.5,2.8,Low Fat
1734,0.4,0.08,Low Fat
1171,1.8,0.3,Low Fat
832,20.8,10.7,Premium Food
1210,3.4,0.6,Low Fat
1465,0.024,0.018,Low Fat
2025,5.1,13.6,Premium Food
1573,22.8,15.2,Premium Food
1410,6.4,4.5,Low Fat
2204,0.3,1.2,Low Fat
1959,4.9,0.9,Low Fat
2345,0.0,16.0,Premium Food
311,0.3,8.5,Moderate Food
1396,4.2,7.7,Moderate Food
142,1.9,15.0,Premium Food
282,1.6,0.4,Low Fat
2334,15.9,3.0,Low Fat
1891,1.3,3.2,Low Fat
157,19.8,2.3,Low Fat
2254,42.0,7.4,Moderate Food
2271,6.2,0.8,Low Fat
1632,7.0,9.0,Moderate Food
1196,0.036,0.061,Low Fat
2031,1.3,0.3,Low Fat
233,1.2,3.0,Low Fat
528,77.8,88.0,Premium Food
1317,0.8,0.1,Low Fat
151,2.7,0.5,Low Fat
751,0.7,0.2,Low Fat
857,0.0,0.4,Low Fat
872,1.3,0.008,Low Fat
1895,49.5,14.1,Premium Food
1128,9.0,6.1,Moderate Food
1197,0.09,0.047,Low Fat
418,9.2,10.1,Premium Food
1236,5.8,1.9,Low Fat
614,4.7,1.9,Low Fat
2098,0.6,0.2,Low Fat
444,2.9,8.6,Moderate Food
1904,3.5,0.4,Low Fat
1012,0.0,0.2,Low Fat
600,6.7,9.4,Moderate Food
1139,4.8,16.4,Premium Food
1373,1.0,0.4,Low Fat
1483,4.3,6.1,Moderate Food
1647,1.3,10.1,Premium Food
677,0.2,0.018,Low Fat
955,0.0,8.0,Moderate Food
880,0.0,0.4,Low Fat
1902,2.4,0.6,Low Fat
1098,59.0,42.2,Premium Food
2294,1.8,0.1,Low Fat
781,2.7,4.5,Low Fat
1669,2.0,0.5,Low Fat
1268,4.3,3.4,Low Fat
1743,0.8,3.6,Low Fat
1455,8.6,0.4,Low Fat
1733,0.8,0.2,Low Fat
1616,4.0,1.0,Low Fat
1771,8.1,2.3,Low Fat
124,0.1,0.1,Low Fat
1458,7.9,0.6,Low Fat
1378,0.0,5.1,Moderate Food
467,0.1,0.089,Low Fat
330,1.3,1.0,Low Fat
1998,0.01,0.008,Low Fat
1382,19.0,1.5,Low Fat
850,3.3,1.6,Low Fat
2013,3.1,0.5,Low Fat
892,69.0,87.5,Premium Food
1684,7.0,14.4,Premium Food
367,0.033,0.063,Low Fat
1456,3.9,0.5,Low Fat
769,0.0,9.3,Moderate Food
1930,0.0,13.6,Premium Food
288,1.8,0.2,Low Fat
1498,0.5,0.3,Low Fat
783,0.8,0.2,Low Fat
320,0.0,14.0,Premium Food
2289,7.2,3.0,Low Fat
1461,10.0,78.4,Premium Food
1836,0.074,0.029,Low Fat
338,38.9,12.2,Premium Food
177,100.1,36.0,Premium Food
2125,2.2,0.7,Low Fat
1438,0.6,1.1,Low Fat
1116,84.3,61.2,Premium Food
247,4.0,17.5,Premium Food
439,7.5,6.9,Moderate Food
425,88.0,66.2,Premium Food
669,3.4,13.4,Premium Food
394,3.7,1.6,Low Fat
1616,4.0,1.0,Low Fat
13,0.1,1.0,Low Fat
2221,87.8,30.7,Premium Food
1843,1.6,0.3,Low Fat
813,2.9,0.5,Low Fat
192,47.7,25.2,Premium Food
2104,73.5,14.1,Premium Food
1875,5.3,3.9,Low Fat
1472,12.7,12.6,Premium Food
2217,8.5,4.9,Low Fat
2006,26.6,3.7,Low Fat
1218,8.9,8.9,Moderate Food
590,0.1,0.098,Low Fat
2330,37.8,11.6,Premium Food
99,21.6,26.5,Premium Food
859,2.5,9.5,Moderate Food
846,0.2,0.4,Low Fat
763,15.6,19.4,Premium Food
167,0.0,3.1,Low Fat
1025,9.9,3.6,Low Fat
1539,1.0,0.4,Low Fat
1146,6.9,0.4,Low Fat
987,75.7,5.4,Moderate Food
166,9.2,7.9,Moderate Food
171,47.1,35.6,Premium Food
1510,65.2,14.0,Premium Food
734,34.7,9.8,Moderate Food
2018,1.5,4.0,Low Fat
679,2.3,1.1,Low Fat
1515,15.4,1.1,Low Fat
1889,26.1,1.7,Low Fat
699,23.1,0.8,Low Fat
2108,2.4,2.6,Low Fat
1915,21.7,6.3,Moderate Food
566,71.0,2.7,Low Fat
167,0.0,3.1,Low Fat
1885,0.099,0.1,Low Fat
1663,27.9,19.9,Premium Food
1784,0.081,0.2,Low Fat
1853,31.3,4.5,Low Fat
1819,0.3,0.3,Low Fat
728,52.1,58.6,Premium Food
297,0.1,0.2,Low Fat
1064,0.6,0.2,Low Fat
1868,1.6,4.5,Low Fat
343,0.6,0.1,Low Fat
435,2.5,3.2,Low Fat
1658,0.001,0.072,Low Fat
2265,2.4,3.2,Low Fat
1391,4.7,1.2,Low Fat
539,2.6,7.1,Moderate Food
1124,0.08,0.067,Low Fat
1374,9.2,0.8,Low Fat
1297,2.2,8.2,Moderate Food
2107,0.1,3.9,Low Fat
580,26.8,36.3,Premium Food
2360,3.1,0.5,Low Fat
2274,1.7,0.1,Low Fat
1252,5.3,0.6,Low Fat
1118,62.5,53.5,Premium Food
1338,1.7,0.7,Low Fat
2380,8.2,0.2,Low Fat
1856,39.9,8.6,Moderate Food
2099,1.1,0.015,Low Fat
1454,4.9,0.7,Low Fat
882,2.6,0.8,Low Fat
1401,2.4,3.7,Low Fat
1042,2.3,0.6,Low Fat
830,0.086,13.6,Premium Food
1285,3.4,0.7,Low Fat
914,0.0,5.0,Moderate Food
180,24.0,5.8,Moderate Food
1353,0.4,0.048,Low Fat
40,5.8,1.4,Low Fat
2027,4.1,0.4,Low Fat
1424,5.6,1.8,Low Fat
1195,0.8,1.1,Low Fat
2142,0.4,0.096,Low Fat
826,15.1,19.6,Premium Food
1420,11.8,2.4,Low Fat
2316,1.2,0.2,Low Fat
1598,51.4,53.6,Premium Food
773,5.4,1.7,Low Fat
1323,0.5,0.2,Low Fat
1401,2.4,3.7,Low Fat
1446,37.7,71.9,Premium Food
622,3.8,4.0,Low Fat
1413,0.1,0.078,Low Fat
525,1.6,0.036,Low Fat
2195,0.0,0.069,Low Fat
2003,4.6,1.1,Low Fat
1149,11.9,0.4,Low Fat
2112,8.9,8.6,Moderate Food
1805,0.0,5.2,Moderate Food
1840,3.6,0.1,Low Fat
1322,76.3,2.7,Low Fat
1392,2.1,3.0,Low Fat
2051,3.3,0.1,Low Fat
183,4.3,9.9,Moderate Food
560,13.2,133.0,Premium Food
1774,0.009,1.0,Low Fat
2368,2.0,0.5,Low Fat
278,0.5,0.1,Low Fat
374,5.3,11.6,Premium Food
244,1.1,0.5,Low Fat
1400,0.0,0.075,Low Fat
195,140.8,46.7,Premium Food
1253,4.1,0.4,Low Fat
888,0.0,9.4,Moderate Food
644,11.3,10.4,Premium Food
1168,3.0,0.1,Low Fat
2079,0.3,0.093,Low Fat
1849,6.5,7.6,Moderate Food
1259,45.0,3.2,Low Fat
572,0.041,0.038,Low Fat
2187,1.1,0.1,Low Fat
218,20.4,27.0,Premium Food
619,1.4,0.7,Low Fat
2138,19.0,16.3,Premium Food
1376,4.9,7.2,Moderate Food
334,38.0,6.4,Moderate Food
1196,0.036,0.061,Low Fat
185,0.0,12.8,Premium Food
1997,1.4,0.7,Low Fat
1742,11.7,16.1,Premium Food
655,16.5,0.8,Low Fat
574,34.7,11.8,Premium Food
341,2.6,0.6,Low Fat
23,20.4,63.0,Premium Food
378,15.9,13.0,Premium Food
924,5.8,8.5,Moderate Food
1571,211.3,114.9,Premium Food
1094,3.0,0.2,Low Fat
1960,5.3,0.5,Low Fat
1593,31.4,28.9,Premium Food
891,4.3,0.086,Low Fat
1285,3.4,0.7,Low Fat
2026,2.4,0.9,Low Fat
667,3.3,11.2,Premium Food
1091,0.7,3.3,Low Fat
1926,40.0,7.8,Moderate Food
1017,33.0,16.6,Premium Food
997,28.7,21.3,Premium Food
1254,27.7,34.2,Premium Food
925,8.2,14.6,Premium Food
1843,1.6,0.3,Low Fat
1846,12.1,6.4,Moderate Food
2219,56.2,7.9,Moderate Food
957,65.1,136.1,Premium Food
1756,11.4,4.4,Low Fat
945,0.073,0.4,Low Fat
941,17.3,0.7,Low Fat
1501,0.3,0.3,Low Fat
556,0.0,13.6,Premium Food
2297,13.5,0.2,Low Fat
1786,5.2,4.6,Low Fat
148,46.0,43.6,Premium Food
1425,15.5,4.1,Low Fat
1666,2.7,0.5,Low Fat
1957,10.7,1.6,Low Fat
271,0.6,0.6,Low Fat
1407,1.0,0.9,Low Fat
669,3.4,13.4,Premium Food
735,2.2,0.4,Low Fat
449,22.8,45.6,Premium Food
1192,4.2,4.2,Low Fat
1290,1.6,0.2,Low Fat
739,9.0,9.6,Moderate Food
433,56.3,54.9,Premium Food
952,58.6,56.4,Premium Food
1189,0.5,0.3,Low Fat
1637,1.5,1.8,Low Fat
429,4.6,13.6,Premium Food
1728,14.2,48.8,Premium Food
1808,0.0,13.6,Premium Food
976,0.3,0.4,Low Fat
154,51.8,17.5,Premium Food
2375,2.4,12.7,Premium Food
1385,20.1,2.4,Low Fat
493,0.9,4.5,Low Fat
1842,1.9,0.3,Low Fat
727,37.0,36.9,Premium Food
666,4.6,8.2,Moderate Food
2024,2.0,2.2,Low Fat
1426,1.9,0.1,Low Fat
2229,64.1,26.9,Premium Food
1100,43.5,35.3,Premium Food
7,1.7,6.8,Moderate Food
2004,8.8,1.2,Low Fat
1754,1.8,0.4,Low Fat
1731,2.6,0.2,Low Fat
1866,4.8,13.6,Premium Food
1177,0.01,0.003,Low Fat
356,2.3,0.6,Low Fat
1367,6.4,0.3,Low Fat
1992,2.3,0.5,Low Fat
155,6.0,2.3,Low Fat
281,15.1,3.7,Low Fat
613,11.1,12.6,Premium Food
152,0.0,0.7,Low Fat
733,34.6,9.7,Moderate Food
2092,0.0,0.5,Low Fat
1047,50.2,3.5,Low Fat
1876,6.9,4.3,Low Fat
1609,468.4,182.8,Premium Food
1760,7.0,8.8,Moderate Food
354,0.2,0.066,Low Fat
2288,12.9,1.2,Low Fat
1069,1.0,0.3,Low Fat
1366,0.1,0.08,Low Fat
1283,4.6,5.5,Moderate Food
298,5.5,2.6,Low Fat
1868,1.6,4.5,Low Fat
684,0.0,6.0,Moderate Food
927,0.4,0.9,Low Fat
454,7.1,5.6,Moderate Food
479,7.4,10.6,Premium Food
662,0.6,0.048,Low Fat
611,3.7,1.0,Low Fat
178,3.3,5.8,Moderate Food
1534,75.3,3.8,Low Fat
497,2.6,19.2,Premium Food
1301,3.5,17.2,Premium Food
2236,1.5,6.6,Moderate Food
250,30.1,6.4,Moderate Food
839,27.6,33.6,Premium Food
227,5.2,0.6,Low Fat
2384,5.2,4.9,Low Fat
1380,18.5,2.3,Low Fat
1380,18.5,2.3,Low Fat
2303,19.0,0.8,Low Fat
1163,2.2,0.5,Low Fat
139,5.5,2.1,Low Fat
735,2.2,0.4,Low Fat
88,0.3,0.089,Low Fat
2086,1.6,0.2,Low Fat
948,11.1,5.8,Moderate Food
107,18.4,25.9,Premium Food
442,3.2,4.1,Low Fat
798,5.8,1.4,Low Fat
2259,0.0,8.0,Moderate Food
1408,4.6,0.6,Low Fat
2256,3.8,0.6,Low Fat
1386,18.8,2.7,Low Fat
2383,86.5,19.6,Premium Food
1206,3.9,8.9,Moderate Food
1767,22.6,15.3,Premium Food
1139,4.8,16.4,Premium Food
1448,0.6,0.2,Low Fat
329,7.1,8.3,Moderate Food
832,20.8,10.7,Premium Food
1535,75.0,3.8,Low Fat
2077,1.5,0.1,Low Fat
2026,2.4,0.9,Low Fat
127,0.4,0.3,Low Fat
1659,175.0,0.4,Low Fat
1851,2.3,3.9,Low Fat
896,0.2,0.043,Low Fat
2366,14.2,0.8,Low Fat
2288,12.9,1.2,Low Fat
667,3.3,11.2,Premium Food
42,1.7,0.2,Low Fat
1879,48.4,3.0,Low Fat
264,3.0,2.4,Low Fat
1039,4.1,1.6,Low Fat
1572,3.5,5.8,Moderate Food
400,3.5,3.3,Low Fat
974,50.2,2.6,Low Fat
2381,6.9,0.1,Low Fat
