food_id,protein,fat,endorsement
1618,15.2,64.2,Premium Food
119,2.5,6.0,Moderate Food
1848,1.9,0.4,Low Fat
427,17.9,2.2,Low Fat
706,5.8,24.6,Premium Food
217,17.4,25.3,Premium Food
901,2.9,0.6,Low Fat
59,1.5,0.07,Low Fat
1577,6.2,4.5,Low Fat
1572,3.5,5.8,Moderate Food
10,5.8,60.2,Premium Food
337,0.3,0.061,Low Fat
1,14.5,0.6,Low Fat
899,0.4,0.7,Low Fat
792,0.6,0.1,Low Fat
489,4.8,27.7,Premium Food
2264,5.9,10.6,Premium Food
1238,6.1,1.7,Low Fat
518,7.4,15.9,Premium Food
550,0.6,0.1,Low Fat
328,0.5,0.8,Low Fat
2057,89.3,74.1,Premium Food
1312,46.4,3.1,Low Fat
2248,5.8,3.9,Low Fat
718,0.3,0.063,Low Fat
2213,48.4,10.4,Premium Food
1539,1.0,0.4,Low Fat
2296,8.1,1.4,Low Fat
668,6.0,14.5,Premium Food
506,11.1,40.8,Premium Food
1213,0.0,1.7,Low Fat
1085,0.6,0.3,Low Fat
691,1.0,0.5,Low Fat
1650,35.3,22.9,Premium Food
593,0.7,0.2,Low Fat
516,6.0,0.046,Low Fat
1658,0.001,0.072,Low Fat
1289,3.6,0.7,Low Fat
22,0.0,13.6,Premium Food
682,14.8,17.6,Premium Food
715,0.9,0.2,Low Fat
1883,0.3,0.061,Low Fat
898,2.9,12.1,Premium Food
764,14.2,12.9,Premium Food
1343,0.5,0.3,Low Fat
1743,0.8,3.6,Low Fat
697,0.9,0.019,Low Fat
1843,1.6,0.3,Low Fat
591,0.3,0.086,Low Fat
2287,26.3,4.7,Low Fat
1467,0.2,8.2,Moderate Food
1460,0.7,4.6,Low Fat
1863,0.2,0.6,Low Fat
2225,61.2,12.0,Premium Food
753,0.7,0.2,Low Fat
979,0.8,0.3,Low Fat
2198,0.8,3.9,Low Fat
462,1.3,0.2,Low Fat
132,0.7,0.3,Low Fat
1377,24.2,29.2,Premium Food
2161,496.1,128.0,Premium Food
1230,1.6,2.7,Low Fat
2212,57.7,13.4,Premium Food
2269,0.8,3.3,Low Fat
1824,0.7,1.9,Low Fat
1471,13.0,13.2,Premium Food
1524,0.6,8.4,Moderate Food
1451,0.3,0.062,Low Fat
1062,0.1,0.1,Low Fat
1750,2.4,1.2,Low Fat
2131,1.9,0.3,Low Fat
1588,14.1,14.1,Premium Food
1752,0.0,13.6,Premium Food
1716,1.9,0.5,Low Fat
2349,23.6,1.7,Low Fat
1558,65.0,88.3,Premium Food
1871,1.2,0.007,Low Fat
941,17.3,0.7,Low Fat
510,2.2,0.3,Low Fat
121,52.2,161.3,Premium Food
2277,1.7,0.4,Low Fat
2111,1.3,1.3,Low Fat
2245,0.2,0.5,Low Fat
935,1.4,0.2,Low Fat
1481,88.7,11.8,Premium Food
1828,1.3,0.2,Low Fat
1016,9.8,4.9,Low Fat
651,0.053,1.6,Low Fat
125,0.1,0.1,Low Fat
610,4.5,3.4,Low Fat
2146,17.1,2.4,Low Fat
1571,211.3,114.9,Premium Food
1021,0.5,0.5,Low Fat
19,0.1,0.2,Low Fat
495,2.1,9.4,Moderate Food
1159,44.2,2.7,Low Fat
743,145.7,498.8,Premium Food
1205,0.4,0.033,Low Fat
1061,0.032,3.1,Low Fat
1893,0.7,0.023,Low Fat
885,3.6,7.1,Moderate Food
640,11.4,1.3,Low Fat
56,0.5,0.1,Low Fat
386,2.0,9.7,Moderate Food
1783,0.5,0.4,Low Fat
243,17.9,3.4,Low Fat
806,3.4,4.0,Low Fat
1438,0.6,1.1,Low Fat
1211,2.8,1.1,Low Fat
829,5.3,1.9,Low Fat
2293,8.7,3.2,Low Fat
2234,18.1,2.0,Low Fat
2169,14.3,4.3,Low Fat
1240,2.7,0.7,Low Fat
744,0.1,0.063,Low Fat
97,0.3,5.3,Moderate Food
829,5.3,1.9,Low Fat
1315,7.8,19.4,Premium Food
433,56.3,54.9,Premium Food
526,1.7,0.3,Low Fat
701,9.2,0.4,Low Fat
236,0.8,1.5,Low Fat
2337,3.9,2.5,Low Fat
1181,2.3,22.8,Premium Food
495,2.1,9.4,Moderate Food
1775,0.6,0.1,Low Fat
398,6.6,8.7,Moderate Food
763,15.6,19.4,Premium Food
2043,1.5,0.4,Low Fat
1358,0.5,0.084,Low Fat
2043,1.5,0.4,Low Fat
673,5.6,10.4,Premium Food
1090,0.07,0.067,Low Fat
504,5.9,1.4,Low Fat
1093,0.8,0.4,Low Fat
1229,7.3,26.3,Premium Food
2184,2.0,0.4,Low Fat
2070,5.7,0.9,Low Fat
323,0.9,0.3,Low Fat
1267,2.4,2.4,Low Fat
162,7.7,1.3,Low Fat
1764,2.0,2.0,Low Fat
316,5.9,7.3,Moderate Food
33,0.035,0.087,Low Fat
2165,0.7,0.5,Low Fat
2329,37.7,11.6,Premium Food
2333,16.8,1.2,Low Fat
46,4.9,9.7,Moderate Food
1148,49.5,2.0,Low Fat
1193,2.8,1.3,Low Fat
155,6.0,2.3,Low Fat
305,29.9,68.4,Premium Food
2244,0.007,8.4,Moderate Food
1046,15.8,1.1,Low Fat
5,2.3,8.9,Moderate Food
1302,16.8,34.1,Premium Food
1818,1.4,22.8,Premium Food
2222,69.8,35.0,Premium Food
866,0.3,0.1,Low Fat
2338,4.8,1.0,Low Fat
2164,11.9,2.1,Low Fat
740,0.0,5.0,Moderate Food
1413,0.1,0.078,Low Fat
2298,6.7,0.1,Low Fat
1906,1.8,0.2,Low Fat
223,12.4,3.4,Low Fat
540,15.0,1.5,Low Fat
1905,2.4,0.4,Low Fat
760,7.5,6.4,Moderate Food
2084,3.9,0.6,Low Fat
173,4.6,7.4,Moderate Food
2293,8.7,3.2,Low Fat
311,0.3,8.5,Moderate Food
2086,1.6,0.2,Low Fat
1223,11.8,5.0,Moderate Food
1709,1.7,0.5,Low Fat
610,4.5,3.4,Low Fat
1598,51.4,53.6,Premium Food
1939,0.0,13.6,Premium Food
1989,4.4,0.4,Low Fat
2239,1.5,0.2,Low Fat
1165,0.027,0.091,Low Fat
1551,202.0,188.9,Premium Food
1084,3.5,1.4,Low Fat
1609,468.4,182.8,Premium Food
2246,0.0,13.6,Premium Food
60,0.0,4.5,Low Fat
2177,1.0,0.5,Low Fat
1532,3.8,0.7,Low Fat
1176,0.024,0.016,Low Fat
1457,4.6,0.4,Low Fat
1867,0.0,4.5,Low Fat
553,0.1,0.3,Low Fat
2288,12.9,1.2,Low Fat
2124,3.8,0.5,Low Fat
118,1.6,0.5,Low Fat
23,20.4,63.0,Premium Food
1173,25.8,4.8,Low Fat
303,1.8,0.2,Low Fat
679,2.3,1.1,Low Fat
327,1.3,2.9,Low Fat
1832,14.6,24.2,Premium Food
2053,6.7,7.7,Moderate Food
1567,63.1,159.1,Premium Food
367,0.033,0.063,Low Fat
68,4.0,5.7,Moderate Food
2261,7.8,14.6,Premium Food
2342,7.5,0.8,Low Fat
1241,22.0,8.4,Moderate Food
416,29.7,23.2,Premium Food
2134,14.3,1.9,Low Fat
2125,2.2,0.7,Low Fat
1948,1.0,0.4,Low Fat
2113,4.5,5.0,Moderate Food
1465,0.024,0.018,Low Fat
1193,2.8,1.3,Low Fat
1474,6.2,4.5,Low Fat
1127,0.0,12.8,Premium Food
818,0.1,0.039,Low Fat
51,1.1,0.8,Low Fat
1070,0.5,0.2,Low Fat
500,5.2,6.3,Moderate Food
2204,0.3,1.2,Low Fat
1462,2.8,22.6,Premium Food
2282,0.0,18.0,Premium Food
60,0.0,4.5,Low Fat
905,0.0,35.6,Premium Food
1049,0.5,0.045,Low Fat
387,17.0,68.6,Premium Food
1420,11.8,2.4,Low Fat
431,38.3,11.5,Premium Food
1148,49.5,2.0,Low Fat
374,5.3,11.6,Premium Food
2235,12.3,4.8,Low Fat
1367,6.4,0.3,Low Fat
475,1.1,0.1,Low Fat
787,134.7,8.4,Moderate Food
80,14.0,2.5,Low Fat
2092,0.0,0.5,Low Fat
1335,2.3,1.2,Low Fat
2105,67.6,8.9,Moderate Food
1660,2.3,0.4,Low Fat
1231,0.5,2.1,Low Fat
2325,9.6,26.6,Premium Food
1092,0.8,0.2,Low Fat
1812,0.3,0.039,Low Fat
45,0.045,0.063,Low Fat
643,0.4,0.3,Low Fat
336,2.0,7.8,Moderate Food
2356,2.2,0.3,Low Fat
168,14.0,7.3,Moderate Food
816,4.3,6.4,Moderate Food
2069,2.7,7.2,Moderate Food
959,17.2,6.1,Moderate Food
513,1.8,8.0,Moderate Food
837,5.0,4.5,Low Fat
2143,17.2,5.2,Moderate Food
1391,4.7,1.2,Low Fat
1362,1.4,0.4,Low Fat
1505,0.1,0.1,Low Fat
2291,2.7,0.8,Low Fat
831,1.9,4.3,Low Fat
666,4.6,8.2,Moderate Food
2069,2.7,7.2,Moderate Food
266,6.2,8.3,Moderate Food
231,15.1,0.6,Low Fat
1780,18.3,26.0,Premium Food
2011,0.4,2.3,Low Fat
2029,1.1,0.4,Low Fat
1245,2.6,1.2,Low Fat
225,41.9,2.8,Low Fat
1984,0.1,0.063,Low Fat
806,3.4,4.0,Low Fat
1932,22.8,1.0,Low Fat
2084,3.9,0.6,Low Fat
16,25.9,2.1,Low Fat
69,8.1,9.3,Moderate Food
541,4.6,3.4,Low Fat
1195,0.8,1.1,Low Fat
1782,2.0,0.4,Low Fat
1631,4.9,23.5,Premium Food
849,4.0,18.1,Premium Food
1699,20.2,1.3,Low Fat
1337,1.0,2.4,Low Fat
640,11.4,1.3,Low Fat
823,4.9,1.5,Low Fat
2053,6.7,7.7,Moderate Food
296,0.0,0.9,Low Fat
1251,0.0,0.068,Low Fat
463,28.5,39.2,Premium Food
1542,3.1,1.2,Low Fat
1396,4.2,7.7,Moderate Food
1025,9.9,3.6,Low Fat
181,48.2,17.3,Premium Food
836,3.9,3.7,Low Fat
351,24.2,9.4,Moderate Food
2249,11.6,1.5,Low Fat
805,4.6,1.8,Low Fat
560,13.2,133.0,Premium Food
2153,32.9,19.0,Premium Food
1114,53.9,76.0,Premium Food
1143,0.038,0.076,Low Fat
924,5.8,8.5,Moderate Food
238,0.2,7.7,Moderate Food
133,0.2,0.027,Low Fat
1164,0.009,0.076,Low Fat
726,5.0,15.9,Premium Food
1324,4.0,5.9,Moderate Food
1460,0.7,4.6,Low Fat
2229,64.1,26.9,Premium Food
1418,1.7,0.4,Low Fat
183,4.3,9.9,Moderate Food
668,6.0,14.5,Premium Food
19,0.1,0.2,Low Fat
120,0.7,9.5,Moderate Food
1729,0.1,0.034,Low Fat
1642,58.6,3.2,Low Fat
2336,0.0,1.0,Low Fat
2273,1.2,0.015,Low Fat
2190,0.0,13.6,Premium Food
1219,15.0,14.8,Premium Food
2155,65.4,12.0,Premium Food
267,6.7,1.1,Low Fat
820,15.1,19.6,Premium Food
403,0.0,0.013,Low Fat
2019,23.1,76.1,Premium Food
440,7.0,13.1,Premium Food
1724,8.9,13.3,Premium Food
442,3.2,4.1,Low Fat
1942,67.9,37.1,Premium Food
32,2.6,3.4,Low Fat
2118,11.3,1.2,Low Fat
2379,2.1,0.6,Low Fat
1813,0.2,0.1,Low Fat
773,5.4,1.7,Low Fat
1994,9.8,7.8,Moderate Food
867,0.9,0.089,Low Fat
795,5.0,1.1,Low Fat
64,5.1,0.2,Low Fat
2335,3.9,2.5,Low Fat
1586,23.1,14.7,Premium Food
735,2.2,0.4,Low Fat
884,0.2,0.026,Low Fat
1255,31.9,24.4,Premium Food
1650,35.3,22.9,Premium Food
305,29.9,68.4,Premium Food
547,33.3,2.2,Low Fat
672,2.2,0.2,Low Fat
719,2.4,1.8,Low Fat
1402,3.7,2.9,Low Fat
1169,4.9,0.6,Low Fat
1944,4.0,1.5,Low Fat
762,3.9,2.4,Low Fat
357,0.2,0.081,Low Fat
1603,10.4,12.8,Premium Food
2343,4.1,0.4,Low Fat
683,9.5,7.2,Moderate Food
2120,4.2,5.5,Moderate Food
2106,9.8,10.4,Premium Food
1993,2.4,0.007,Low Fat
552,2.6,0.2,Low Fat
338,38.9,12.2,Premium Food
1007,0.0,13.6,Premium Food
1002,12.3,9.6,Moderate Food
2200,0.7,3.0,Low Fat
174,73.8,123.8,Premium Food
169,9.6,6.2,Moderate Food
359,0.039,0.094,Low Fat
1576,8.4,6.1,Moderate Food
1595,23.3,4.5,Low Fat
555,0.2,0.2,Low Fat
1061,0.032,3.1,Low Fat
1969,43.1,3.2,Low Fat
1352,0.2,0.024,Low Fat
1494,0.6,2.7,Low Fat
2137,9.6,9.9,Moderate Food
218,20.4,27.0,Premium Food
2130,4.0,0.7,Low Fat
712,1.5,9.7,Moderate Food
2036,6.3,1.3,Low Fat
2225,61.2,12.0,Premium Food
2091,0.0,0.2,Low Fat
2348,6.5,0.6,Low Fat
1905,2.4,0.4,Low Fat
1588,14.1,14.1,Premium Food
912,0.3,0.2,Low Fat
1716,1.9,0.5,Low Fat
1423,11.0,6.0,Moderate Food
1810,80.9,53.1,Premium Food
1813,0.2,0.1,Low Fat
23,20.4,63.0,Premium Food
136,14.9,2.9,Low Fat
1822,29.7,28.0,Premium Food
833,20.7,10.6,Premium Food
2302,0.051,0.072,Low Fat
1900,0.1,2.6,Low Fat
1253,4.1,0.4,Low Fat
1249,21.9,4.9,Low Fat
1699,20.2,1.3,Low Fat
1492,2.1,0.6,Low Fat
1445,24.3,39.6,Premium Food
287,3.5,0.2,Low Fat
20,3.4,8.9,Moderate Food
488,5.0,14.3,Premium Food
1490,2.5,2.0,Low Fat
1450,0.7,0.2,Low Fat
1123,5.8,1.3,Low Fat
863,3.8,20.6,Premium Food
1642,58.6,3.2,Low Fat
1340,9.8,1.0,Low Fat
1428,1.4,0.4,Low Fat
1414,2.1,0.5,Low Fat
747,28.4,1.6,Low Fat
1837,0.0,1.2,Low Fat
599,3.5,1.5,Low Fat
2094,9.8,1.6,Low Fat
1946,13.3,2.1,Low Fat
1421,2.5,1.6,Low Fat
2128,1.5,0.2,Low Fat
216,17.0,31.1,Premium Food
940,3.3,2.0,Low Fat
1486,4.2,4.7,Low Fat
2377,2.4,0.4,Low Fat
2063,10.0,11.2,Premium Food
1948,1.0,0.4,Low Fat
265,7.0,8.9,Moderate Food
1308,14.2,8.8,Moderate Food
940,3.3,2.0,Low Fat
455,4.8,3.5,Low Fat
383,2.1,12.8,Premium Food
949,33.2,17.4,Premium Food
2170,42.8,11.1,Premium Food
185,0.0,12.8,Premium Food
1685,1.2,0.1,Low Fat
456,20.2,14.3,Premium Food
1820,41.1,39.3,Premium Food
703,0.035,0.036,Low Fat
740,0.0,5.0,Moderate Food
1200,0.082,6.7,Moderate Food
1098,59.0,42.2,Premium Food
979,0.8,0.3,Low Fat
1909,4.3,13.6,Premium Food
1332,1.2,1.3,Low Fat
518,7.4,15.9,Premium Food
1345,0.2,0.082,Low Fat
2023,4.7,12.1,Premium Food
550,0.6,0.1,Low Fat
405,2.0,1.0,Low Fat
1844,2.1,0.058,Low Fat
2320,4.3,0.4,Low Fat
403,0.0,0.013,Low Fat
850,3.3,1.6,Low Fat
188,83.2,95.2,Premium Food
811,12.9,0.7,Low Fat
1669,2.0,0.5,Low Fat
1808,0.0,13.6,Premium Food
1280,52.2,3.4,Low Fat
1592,2.3,3.4,Low Fat
969,22.4,8.7,Moderate Food
313,6.8,4.4,Low Fat
2306,2.6,1.0,Low Fat
212,3.8,9.1,Moderate Food
1964,0.9,0.1,Low Fat
2387,0.5,0.022,Low Fat
1732,2.4,0.3,Low Fat
1237,2.3,10.0,Moderate Food
2057,89.3,74.1,Premium Food
368,7.0,2.5,Low Fat
1412,0.1,0.096,Low Fat
936,1.2,0.2,Low Fat
581,1.8,18.9,Premium Food
2393,2.1,0.6,Low Fat
59,1.5,0.07,Low Fat
902,1.2,0.5,Low Fat
1893,0.7,0.023,Low Fat
2039,0.9,0.2,Low Fat
1400,0.0,0.075,Low Fat
1968,43.0,3.2,Low Fat
1298,2.4,1.0,Low Fat
1909,4.3,13.6,Premium Food
156,7.0,7.9,Moderate Food
661,5.0,0.4,Low Fat
8,2.3,0.3,Low Fat
1908,44.7,2.9,Low Fat
237,6.4,8.6,Moderate Food
2271,6.2,0.8,Low Fat
1625,12.4,18.6,Premium Food
1185,0.4,1.7,Low Fat
1866,4.8,13.6,Premium Food
1325,0.0,218.0,Premium Food
2369,16.2,1.9,Low Fat
956,35.5,24.8,Premium Food
1828,1.3,0.2,Low Fat
14,0.053,0.058,Low Fat
1147,17.9,0.8,Low Fat
494,1.1,4.7,Low Fat
1160,0.0,10.6,Premium Food
860,1.1,0.053,Low Fat
1538,0.4,0.7,Low Fat
768,6.3,6.8,Moderate Food
2199,2.2,5.7,Moderate Food
1977,4.6,2.7,Low Fat
1687,9.3,0.3,Low Fat
789,15.4,25.3,Premium Food
1606,55.7,43.0,Premium Food
217,17.4,25.3,Premium Food
414,11.1,2.6,Low Fat
1137,0.9,0.6,Low Fat
1665,0.2,0.075,Low Fat
1626,6.5,12.5,Premium Food
1204,0.2,0.1,Low Fat
1860,21.2,1.8,Low Fat
1383,18.7,2.0,Low Fat
2089,0.1,0.047,Low Fat
1105,67.7,43.7,Premium Food
1676,2.8,1.0,Low Fat
1406,0.4,0.4,Low Fat
1927,29.6,18.6,Premium Food
1421,2.5,1.6,Low Fat
776,15.7,3.7,Low Fat
2210,76.3,47.5,Premium Food
294,9.1,8.1,Moderate Food
1178,1.8,8.9,Moderate Food
1137,0.9,0.6,Low Fat
1893,0.7,0.023,Low Fat
776,15.7,3.7,Low Fat
1240,2.7,0.7,Low Fat
2213,48.4,10.4,Premium Food
135,15.0,2.9,Low Fat
1844,2.1,0.058,Low Fat
1705,0.4,0.012,Low Fat
274,4.5,1.6,Low Fat
1668,2.6,0.5,Low Fat
215,17.4,25.3,Premium Food
2263,0.0,0.4,Low Fat
1551,202.0,188.9,Premium Food
77,0.3,0.037,Low Fat
1876,6.9,4.3,Low Fat
1568,40.2,17.4,Premium Food
274,4.5,1.6,Low Fat
1003,0.0,2.9,Low Fat
1727,0.2,1.9,Low Fat
696,0.0,13.6,Premium Food
43,0.4,0.3,Low Fat
106,14.6,28.7,Premium Food
908,6.1,8.4,Moderate Food
1187,20.8,15.6,Premium Food
1208,2.8,0.4,Low Fat
357,0.2,0.081,Low Fat
952,58.6,56.4,Premium Food
332,0.9,0.1,Low Fat
1606,55.7,43.0,Premium Food
1938,36.8,20.1,Premium Food
979,0.8,0.3,Low Fat
1215,0.032,3.3,Low Fat
1814,3.7,0.2,Low Fat
1789,7.9,0.3,Low Fat
1177,0.01,0.003,Low Fat
1022,2.4,1.5,Low Fat
1730,2.1,0.3,Low Fat
1040,13.5,13.4,Premium Food
1702,24.0,28.7,Premium Food
1485,5.4,3.0,Low Fat
1564,46.4,36.3,Premium Food
2210,76.3,47.5,Premium Food
1497,4.0,13.9,Premium Food
1749,15.8,24.6,Premium Food
1593,31.4,28.9,Premium Food
2221,87.8,30.7,Premium Food
2193,0.0,1.4,Low Fat
747,28.4,1.6,Low Fat
1524,0.6,8.4,Moderate Food
432,34.4,25.5,Premium Food
1438,0.6,1.1,Low Fat
1038,16.4,23.0,Premium Food
398,6.6,8.7,Moderate Food
1119,75.2,97.3,Premium Food
221,13.4,18.4,Premium Food
1930,0.0,13.6,Premium Food
456,20.2,14.3,Premium Food
1215,0.032,3.3,Low Fat
2290,2.7,0.8,Low Fat
1174,65.1,17.5,Premium Food
1170,1.2,0.1,Low Fat
1939,0.0,13.6,Premium Food
2208,12.1,3.1,Low Fat
1600,84.3,9.6,Moderate Food
499,0.2,3.6,Low Fat
223,12.4,3.4,Low Fat
1593,31.4,28.9,Premium Food
1854,23.9,2.6,Low Fat
2391,0.0,4.4,Low Fat
2283,9.0,2.5,Low Fat
613,11.1,12.6,Premium Food
262,13.8,2.7,Low Fat
2211,79.2,66.9,Premium Food
1061,0.032,3.1,Low Fat
1004,0.0,3.1,Low Fat
1776,3.7,0.4,Low Fat
847,2.4,9.2,Moderate Food
2179,9.1,10.8,Premium Food
1219,15.0,14.8,Premium Food
2279,0.7,0.4,Low Fat
816,4.3,6.4,Moderate Food
935,1.4,0.2,Low Fat
1270,0.2,0.049,Low Fat
245,2.6,9.2,Moderate Food
2082,0.049,0.6,Low Fat
998,3.9,7.0,Moderate Food
1080,3.0,0.047,Low Fat
57,0.2,0.015,Low Fat
874,4.8,13.3,Premium Food
99,21.6,26.5,Premium Food
1594,77.9,81.6,Premium Food
980,0.0,0.042,Low Fat
97,0.3,5.3,Moderate Food
628,2.4,4.4,Low Fat
536,3.9,13.3,Premium Food
1764,2.0,2.0,Low Fat
187,32.2,29.8,Premium Food
1798,51.8,59.1,Premium Food
926,2.1,4.2,Low Fat
1591,69.8,26.5,Premium Food
1042,2.3,0.6,Low Fat
1728,14.2,48.8,Premium Food
1861,0.1,0.075,Low Fat
1668,2.6,0.5,Low Fat
691,1.0,0.5,Low Fat
1312,46.4,3.1,Low Fat
1864,38.5,46.4,Premium Food
1026,0.1,6.1,Moderate Food
1065,0.1,0.002,Low Fat
22,0.0,13.6,Premium Food
221,13.4,18.4,Premium Food
2037,0.8,9.1,Moderate Food
2284,3.2,1.2,Low Fat
159,0.7,0.6,Low Fat
1623,1.1,0.006,Low Fat
766,2.4,2.2,Low Fat
1758,3.2,0.4,Low Fat
647,10.7,2.0,Low Fat
965,24.3,6.6,Moderate Food
190,21.9,10.0,Moderate Food
1585,24.2,12.1,Premium Food
957,65.1,136.1,Premium Food
1002,12.3,9.6,Moderate Food
1961,8.1,2.5,Low Fat
2114,0.2,0.095,Low Fat
1965,10.7,17.6,Premium Food
1463,0.2,0.2,Low Fat
359,0.039,0.094,Low Fat
1884,0.4,0.039,Low Fat
448,29.4,38.8,Premium Food
1459,6.0,27.1,Premium Food
1548,513.6,343.4,Premium Food
210,0.4,2.6,Low Fat
302,2.4,3.1,Low Fat
1283,4.6,5.5,Moderate Food
1077,0.005,0.069,Low Fat
2235,12.3,4.8,Low Fat
320,0.0,14.0,Premium Food
1567,63.1,159.1,Premium Food
596,13.9,64.7,Premium Food
897,0.068,0.028,Low Fat
731,0.3,0.053,Low Fat
2120,4.2,5.5,Moderate Food
2385,12.9,3.8,Low Fat
1440,2.4,5.7,Moderate Food
2156,65.5,12.0,Premium Food
720,2.4,1.3,Low Fat
1068,0.8,0.2,Low Fat
728,52.1,58.6,Premium Food
67,6.8,5.6,Moderate Food
1547,560.3,322.7,Premium Food
852,1.3,3.7,Low Fat
1930,0.0,13.6,Premium Food
147,2.8,8.8,Moderate Food
703,0.035,0.036,Low Fat
1889,26.1,1.7,Low Fat
1158,68.4,4.1,Low Fat
96,3.0,3.3,Low Fat
1103,47.7,15.1,Premium Food
978,0.2,0.2,Low Fat
2255,11.0,4.4,Low Fat
1230,1.6,2.7,Low Fat
1410,6.4,4.5,Low Fat
1368,4.6,0.2,Low Fat
482,78.9,41.3,Premium Food
1340,9.8,1.0,Low Fat
695,0.4,0.5,Low Fat
1940,0.052,3.8,Low Fat
2,3.4,0.2,Low Fat
1247,3.5,0.6,Low Fat
900,3.5,2.5,Low Fat
1419,1.0,0.1,Low Fat
1015,0.0,13.6,Premium Food
2321,5.1,5.7,Moderate Food
1096,8.9,5.2,Moderate Food
469,0.4,0.4,Low Fat
1882,0.3,0.007,Low Fat
1720,1.0,0.056,Low Fat
1649,39.1,29.9,Premium Food
2138,19.0,16.3,Premium Food
1427,8.3,2.8,Low Fat
1255,31.9,24.4,Premium Food
594,1.6,0.6,Low Fat
1113,52.7,34.9,Premium Food
676,0.3,14.7,Premium Food
1824,0.7,1.9,Low Fat
1999,0.014,0.096,Low Fat
1089,2.9,10.6,Premium Food
2346,0.7,0.3,Low Fat
1337,1.0,2.4,Low Fat
804,0.059,0.06,Low Fat
1197,0.09,0.047,Low Fat
479,7.4,10.6,Premium Food
1675,2.3,0.8,Low Fat
30,1.4,0.7,Low Fat
308,1.9,0.019,Low Fat
1700,5.2,0.3,Low Fat
1619,14.5,46.2,Premium Food
1738,65.5,12.3,Premium Food
65,0.4,0.1,Low Fat
1084,3.5,1.4,Low Fat
2294,1.8,0.1,Low Fat
2358,53.6,7.3,Moderate Food
401,0.5,0.3,Low Fat
1281,0.014,0.056,Low Fat
241,3.8,0.2,Low Fat
1286,2.2,0.2,Low Fat
1009,11.2,45.6,Premium Food
1083,1.3,0.046,Low Fat
1350,0.2,0.034,Low Fat
849,4.0,18.1,Premium Food
1337,1.0,2.4,Low Fat
1902,2.4,0.6,Low Fat
1960,5.3,0.5,Low Fat
1560,67.6,43.7,Premium Food
1988,14.4,6.0,Moderate Food
1416,0.9,1.1,Low Fat
2274,1.7,0.1,Low Fat
1924,7.5,2.1,Low Fat
1340,9.8,1.0,Low Fat
642,3.1,0.3,Low Fat
1923,2.3,0.7,Low Fat
1087,27.3,4.1,Low Fat
1324,4.0,5.9,Moderate Food
1236,5.8,1.9,Low Fat
2312,5.3,2.0,Low Fat
969,22.4,8.7,Moderate Food
787,134.7,8.4,Moderate Food
1873,0.1,0.013,Low Fat
2276,0.8,0.006,Low Fat
1827,18.6,9.3,Moderate Food
83,0.0,14.0,Premium Food
229,0.2,0.006,Low Fat
349,26.4,10.3,Premium Food
1475,11.4,0.5,Low Fat
17,31.5,1.0,Low Fat
417,11.8,10.1,Premium Food
962,26.6,4.7,Low Fat
1490,2.5,2.0,Low Fat
527,66.1,62.0,Premium Food
470,14.6,14.1,Premium Food
1829,11.3,29.7,Premium Food
613,11.1,12.6,Premium Food
1918,1.0,0.3,Low Fat
311,0.3,8.5,Moderate Food
942,0.9,0.097,Low Fat
486,0.03,0.088,Low Fat
871,0.2,0.4,Low Fat
980,0.0,0.042,Low Fat
305,29.9,68.4,Premium Food
1411,1.4,1.4,Low Fat
1619,14.5,46.2,Premium Food
1770,35.1,2.6,Low Fat
875,6.0,1.7,Low Fat
1232,3.7,14.1,Premium Food
73,25.5,31.9,Premium Food
702,4.6,0.2,Low Fat
1386,18.8,2.7,Low Fat
2190,0.0,13.6,Premium Food
2008,1.6,0.2,Low Fat
1978,1.5,4.8,Low Fat
1019,15.3,77.2,Premium Food
2339,3.1,0.6,Low Fat
139,5.5,2.1,Low Fat
2143,17.2,5.2,Moderate Food
90,2.9,3.5,Low Fat
1793,2.7,1.1,Low Fat
1443,7.9,15.0,Premium Food
1639,1.7,6.0,Moderate Food
1469,0.038,0.004,Low Fat
490,0.5,2.8,Low Fat
2069,2.7,7.2,Moderate Food
1832,14.6,24.2,Premium Food
943,0.3,6.5,Moderate Food
55,0.4,0.2,Low Fat
1872,0.012,0.095,Low Fat
2248,5.8,3.9,Low Fat
1770,35.1,2.6,Low Fat
343,0.6,0.1,Low Fat
658,0.8,0.3,Low Fat
673,5.6,10.4,Premium Food
2071,3.5,1.2,Low Fat
2251,4.3,4.0,Low Fat
1020,0.0,3.0,Low Fat
1531,0.9,0.3,Low Fat
607,4.4,1.2,Low Fat
443,8.9,11.7,Premium Food
2364,2.0,0.2,Low Fat
945,0.073,0.4,Low Fat
2282,0.0,18.0,Premium Food
1004,0.0,3.1,Low Fat
1418,1.7,0.4,Low Fat
540,15.0,1.5,Low Fat
195,140.8,46.7,Premium Food
628,2.4,4.4,Low Fat
795,5.0,1.1,Low Fat
631,2.2,0.9,Low Fat
2357,53.4,7.3,Moderate Food
1370,2.1,0.5,Low Fat
1176,0.024,0.016,Low Fat
39,1.2,0.4,Low Fat
792,0.6,0.1,Low Fat
318,5.7,2.0,Low Fat
2177,1.0,0.5,Low Fat
2102,22.8,2.3,Low Fat
2179,9.1,10.8,Premium Food
285,22.3,0.9,Low Fat
2099,1.1,0.015,Low Fat
184,4.7,0.2,Low Fat
340,1.9,0.3,Low Fat
1443,7.9,15.0,Premium Food
35,31.2,25.3,Premium Food
1453,5.5,0.7,Low Fat
